fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
7;0.12;0.29;10. Mrz;0.039;41;98;0.99564;Mrz 19;0.38;09. Aug;8
7;0.12;0.29;10. Mrz;0.039;41;98;0.99564;Mrz 19;0.38;09. Aug;8
07. Jan;0.29;0.34;07. Aug;0.036;49;128;0.99397;Mrz 21;0.4;10. Jul;6
07. Feb;0.3;0.3;08. Jul;0.022;14;111;0.99576;03. Nov;0.61;10. Jun;5
06. Aug;0.26;0.46;08. Mrz;0.037;49;173;0.99601;Mrz 17;0.47;09. Mrz;5
7;0.12;0.29;10. Mrz;0.039;41;98;0.99564;Mrz 19;0.38;09. Aug;8
07. Jan;0.29;0.34;07. Aug;0.036;49;128;0.99397;Mrz 21;0.4;10. Jul;6
04. Sep;0.33;0.31;01. Feb;0.016;39;150;0.98713;Mrz 33;0.59;14;8
05. Jan;0.29;0.28;08. Mrz;0.026;27;107;0.99308;Mrz 36;0.37;11;6
05. Jan;0.29;0.28;08. Mrz;0.026;27;107;0.99308;Mrz 36;0.37;11;6
06. Aug;0.26;0.48;06. Feb;0.049;55;182;0.99582;Mrz 21;0.45;09. Apr;6
6;0.28;0.52;5;0.078;30;139;0.99494;03. Jan;0.36;9;6
6;0.28;0.25;01. Aug;0.042;8;108;0.9929;03. Aug;0.55;9;5
07. Feb;0.2;0.22;01. Jun;0.044;17;101;0.99471;Mrz 37;0.53;10;5
06. Jan;0.27;0.25;01. Aug;0.041;9;109;0.9929;03. Aug;0.54;9;5
6;0.28;0.25;01. Aug;0.042;8;108;0.9929;03. Aug;0.55;9;5
06. Apr;0.29;0.3;02. Sep;0.036;25;79;0.99037;Mrz 29;0.6;12. Apr;7
07. Apr;0.35;0.24;6;0.042;28;123;0.99304;Mrz 14;0.44;11. Mrz;5
08. Jan;0.12;0.38;0.9;0.034;36;86;0.99026;02. Aug;0.55;12;6
06. Apr;0.12;0.3;01. Jan;0.031;37;94;0.98986;03. Jan;0.56;11. Jul;6
07. Feb;0.2;0.22;01. Jun;0.044;17;101;0.99471;Mrz 37;0.53;10;5
07. Mrz;0.4;0.26;Mai 45;0.016;26;90;0.98951;Feb 84;0.54;13. Feb;7
07. Jul;0.11;0.34;14. Mai;0.04;41;114;0.99634;03. Jul;0.59;11;7
06. Sep;0.23;0.41;8;0.03;30;114;0.99368;Mrz 22;0.54;11;6
06. Sep;0.38;0.38;13. Jan;0.112;14;94;0.99792;03. Feb;0.48;09. Feb;5
07. Mai;0.38;0.29;04. Sep;0.021;38;113;0.99026;03. Aug;0.48;13;7
05. Aug;0.19;0.24;01. Mrz;0.044;38;128;0.99362;Mrz 77;0.6;10. Jun;5
05. Mai;0.34;0.26;02. Feb;0.021;31;119;0.98919;Mrz 55;0.49;13;8
06. Jun;0.23;0.3;14. Sep;0.051;33;118;0.99835;03. Apr;0.54;9;6
06. Jun;0.23;0.3;14. Sep;0.051;33;118;0.99835;03. Apr;0.54;9;6
08. Apr;0.31;0.31;0.95;0.021;52;148;0.99038;Feb 93;0.32;11. Mai;5
06. Jul;0.2;0.3;01. Apr;0.025;17;76;0.99104;03. Nov;0.44;11;6
08. Apr;0.31;0.31;0.95;0.021;52;148;0.99038;Feb 93;0.32;11. Mai;5
07. Mrz;0.26;0.24;01. Jul;0.05;10;112;0.99286;03. Nov;0.43;09. Sep;5
06. Mrz;0.22;0.22;05. Jun;0.039;31;128;0.99296;03. Dez;0.46;10. Apr;6
06. Jun;0.23;0.3;14. Sep;0.051;33;118;0.99835;03. Apr;0.54;9;6
07. Mai;0.19;0.4;07. Jan;0.056;50;110;0.9954;03. Jun;0.52;09. Sep;6
8;0.14;0.33;01. Feb;0.045;71;162;0.9914;03. Jul;0.47;11;6
06. Aug;0.32;0.39;09. Jun;0.026;34;124;0.99286;Mrz 18;0.35;12. Jan;6
06. Jun;0.23;0.2;11. Apr;0.044;45;131;0.99604;Feb 96;0.51;09. Jul;6
06. Jun;0.23;0.2;11. Apr;0.044;45;131;0.99604;Feb 96;0.51;09. Jul;6
06. Jul;0.36;0.26;07. Sep;0.034;39;123;0.99119;Feb 99;0.3;12. Feb;7
06. Jan;0.38;0.42;5;0.016;31;113;0.99007;Mrz 15;0.31;12. Apr;7
08. Mai;0.23;0.28;11. Jan;0.033;30;97;0.99507;03. Mrz;0.39;10. Mai;7
7;0.2;0.31;8;0.05;29;213;0.99596;Mrz 28;0.57;10. Apr;6
6;0.26;0.32;03. Aug;0.029;48;180;0.99011;Mrz 15;0.34;12;6
06. Sep;0.3;0.3;Okt 55;0.037;4;28;0.99184;03. Jul;0.32;12. Jul;6
06. Jul;0.18;0.28;10. Feb;0.039;29;115;0.99469;03. Nov;0.45;10. Sep;7
06. Jul;0.18;0.28;10. Feb;0.039;29;115;0.99469;03. Nov;0.45;10. Sep;7
06. Aug;0.18;0.28;09. Aug;0.039;29;113;0.99406;03. Nov;0.45;10. Sep;7
07. Feb;0.19;0.31;06. Mrz;0.034;17;103;0.99305;Mrz 15;0.52;11. Apr;7
06. Feb;0.16;0.32;01. Jan;0.036;74;184;0.99096;Mrz 22;0.41;11;6
5;0.27;0.32;04. Mai;0.032;58;178;0.98956;Mrz 45;0.31;12. Jun;7
06. Mrz;0.37;0.28;06. Mrz;0.034;45;152;0.9921;Mrz 29;0.46;11. Jun;7
06. Jun;0.2;0.27;10. Sep;0.038;29;130;0.99496;03. Nov;0.44;10. Mai;7
06. Aug;0.18;0.28;09. Aug;0.039;29;113;0.99406;03. Nov;0.45;10. Sep;7
06. Aug;0.18;0.28;09. Aug;0.039;29;113;0.99406;03. Nov;0.45;10. Sep;7
06. Jun;0.28;0.34;0.8;0.037;42;119;0.9888;03. Mrz;0.37;12. Mai;6
06. Mai;0.35;0.36;0.8;0.034;32;111;0.98942;03. Nov;0.5;12. Jan;8
06. Sep;0.25;0.33;01. Feb;0.035;35;158;0.99082;03. Feb;0.58;11. Mrz;6
6;0.32;0.3;01. Mrz;0.025;18;112;0.98802;03. Jul;0.64;13. Mrz;7
06. Aug;0.18;0.28;09. Aug;0.039;29;113;0.99406;03. Nov;0.45;10. Sep;7
06. Jul;0.18;0.28;10. Feb;0.039;29;115;0.99469;03. Nov;0.45;10. Sep;7
06. Jun;0.2;0.27;10. Sep;0.038;29;130;0.99496;03. Nov;0.44;10. Mai;7
06. Mrz;0.37;0.28;06. Mrz;0.034;45;152;0.9921;Mrz 29;0.46;11. Jun;7
07. Feb;0.19;0.31;06. Mrz;0.034;17;103;0.99305;Mrz 15;0.52;11. Apr;7
06. Mrz;0.18;0.36;01. Feb;0.034;26;111;0.99074;Mrz 16;0.51;11;6
06. Sep;0.3;0.36;0.9;0.037;40;156;0.98968;03. Aug;0.36;12. Jan;6
06. Feb;0.16;0.32;01. Jan;0.036;74;184;0.99096;Mrz 22;0.41;11;6
5;0.27;0.32;04. Mai;0.032;58;178;0.98956;Mrz 45;0.31;12. Jun;7
5;0.3;0.33;03. Jul;0.03;54;173;0.9887;Mrz 36;0.3;13;7
06. Mai;0.2;0.5;18. Jan;0.054;50;221;0.99941;Feb 94;0.64;08. Aug;6
06. Jul;0.25;0.31;Jan 35;0.061;30. Mai;218;0.99388;Mrz 16;0.53;09. Mai;5
06. Jun;0.22;0.36;05. Mai;0.029;30;105;0.99206;03. Feb;0.47;11. Aug;6
06. Aug;0.25;0.37;03. Jan;0.026;29;93;0.99035;Mrz 14;0.45;12. Feb;6
7;0.13;0.37;Dez 85;0.042;36;105;0.99581;03. Mai;0.55;10. Jul;6
7;0.45;0.34;19. Aug;0.04;12;67;0.9976;03. Jul;0.38;11;6
07. Feb;0.32;0.3;Aug 25;0.02;14;104;0.99362;Feb 99;0.44;11. Apr;6
7;0.13;0.37;Dez 85;0.042;36;105;0.99581;03. Mai;0.55;10. Jul;6
05. Sep;0.34;0.3;03. Aug;0.035;57;135;0.99016;03. Sep;0.34;12;6
06. Aug;0.22;0.31;06. Sep;0.037;33;121;0.99176;03. Feb;0.39;11. Sep;8
07. Feb;0.32;0.3;Aug 25;0.02;14;104;0.99362;Feb 99;0.44;11. Apr;6
08. Apr;0.32;0.35;11. Jul;0.029;3;46;0.99439;03. Feb;0.34;11. Aug;6
06. Aug;0.27;0.29;04. Jun;0.046;6;88;0.99458;Mrz 34;0.48;10. Jun;4
8;0.74;0.21;4;0.05;24;133;0.99418;03. Jun;0.38;09. Jul;5
7;0.45;0.34;19. Aug;0.04;12;67;0.9976;03. Jul;0.38;11;6
7;0.13;0.37;Dez 85;0.042;36;105;0.99581;03. Mai;0.55;10. Jul;6
05. Apr;0.22;0.29;01. Feb;0.045;69;152;0.99178;Mrz 76;0.63;11;7
08. Apr;0.22;0.3;08. Sep;0.024;17;118;0.99456;Feb 99;0.34;10. Mai;6
07. Apr;0.32;0.22;11. Jul;0.035;44;150;0.99578;03. Jan;0.45;10. Apr;5
07. Mai;0.18;0.37;06. Feb;0.05;21;138;0.99546;03. Feb;0.55;10. Mai;6
07. Jan;0.47;0.29;14. Aug;0.024;22;142;0.99518;03. Dez;0.48;12;8
07. Jan;0.47;0.29;14. Aug;0.024;22;142;0.99518;03. Dez;0.48;12;8
05. Aug;0.19;0.25;10. Aug;0.042;33;124;0.99646;Mrz 22;0.41;09. Feb;6
06. Jul;0.14;0.46;01. Jun;0.036;15;92;0.99264;Mrz 37;0.49;10. Sep;5
06. Aug;0.24;0.38;08. Mrz;0.045;50;185;0.99578;Mrz 15;0.5;09. Mai;6
06. Sep;0.25;0.47;08. Apr;0.042;36;156;0.99604;Mrz 15;0.55;09. Apr;6
6;0.24;0.33;02. Mai;0.026;31;85;0.99014;Mrz 13;0.5;11. Mrz;7
06. Aug;0.29;0.34;03. Mai;0.054;26;189;0.99489;Mrz 42;0.58;10. Apr;5
06. Mrz;0.33;0.42;17. Feb;0.037;57;170;0.99884;Mrz 26;0.57;09. Apr;6
06. Mai;0.23;0.45;02. Jan;0.027;43;104;0.99054;03. Feb;0.52;11. Mrz;6
06. Mrz;0.27;0.29;12. Feb;0.044;59;196;0.99782;Mrz 14;0.4;08. Aug;6
06. Mrz;0.2;0.37;11. Aug;0.045;58;130;0.99519;03. Feb;0.35;10. Aug;5
06. Feb;0.33;0.41;16. Aug;0.037;58;173;0.99882;Mrz 25;0.57;09. Apr;6
06. Mrz;0.33;0.42;17. Feb;0.037;57;170;0.99884;Mrz 26;0.57;09. Apr;6
07. Feb;0.21;1;01. Jan;0.154;46;114;0.9931;Feb 95;0.43;09. Feb;6
6;0.27;0.3;14. Jul;0.044;15;144;0.99666;03. Dez;0.53;10. Mrz;6
05. Jul;0.12;0.26;05. Mai;0.034;21;99;0.99324;03. Sep;0.57;09. Sep;6
06. Sep;0.24;0.37;06. Jan;0.027;38;112;0.99086;Mrz 19;0.34;12. Apr;6
07. Jul;0.18;0.53;01. Feb;0.041;42;167;0.9908;03. Nov;0.44;11. Sep;5
07. Jan;0.17;0.43;01. Mrz;0.023;33;132;0.99067;03. Nov;0.56;11. Jul;6
07. Mai;0.33;0.38;08. Jul;0.126;49;199;0.99711;Feb 98;0.57;09. Apr;5
06. Feb;0.255;0.24;01. Jul;0.039;138.5;272;0.99452;Mrz 53;0.53;09. Jun;4
07. Mai;0.33;0.38;08. Jul;0.126;49;199;0.99711;Feb 98;0.57;09. Apr;5
05. Jun;0.2;0.66;10. Feb;0.043;78;175;0.9945;Feb 98;0.43;10. Apr;7
07. Jun;0.17;0.36;04. Mai;0.042;26;102;0.99427;03. Sep;0.47;09. Mai;5
05. Aug;0.15;0.31;05. Sep;0.036;7;73;0.99152;03. Feb;0.43;11. Sep;6
06. Mrz;0.25;0.44;01. Jul;0.024;36;116;0.98935;Mrz 18;0.4;12. Mai;6
06. Sep;0.28;0.41;01. Apr;0.016;6;55;0.98876;Mrz 16;0.4;13. Apr;5
07. Feb;0.27;0.37;05. Apr;0.026;27;114;0.99174;Mrz 13;0.84;12. Jul;5
06. Feb;0.25;0.38;07. Sep;0.045;54;208;0.99572;Mrz 17;0.46;09. Jan;5
08. Mai;0.19;0.48;01. Jan;0.026;23;58;0.99184;02. Sep;0.5;10. Mai;6
06. Feb;0.25;0.54;7;0.046;58;176;0.99454;Mrz 19;0.7;10. Apr;5
06. Feb;0.25;0.54;7;0.046;58;176;0.99454;Mrz 19;0.7;10. Apr;5
06. Aug;0.28;0.43;07. Jun;0.03;30;110;0.99164;03. Aug;0.59;12. Mai;8
06. Feb;0.25;0.54;7;0.046;58;176;0.99454;Mrz 19;0.7;10. Apr;5
07. Apr;0.21;0.8;12. Mrz;0.038;77;183;0.99778;Feb 95;0.48;9;5
7;0.15;0.38;15. Mrz;0.045;54;120;0.9975;Mrz 18;0.42;09. Aug;6
07. Apr;0.21;0.8;12. Mrz;0.038;77;183;0.99778;Feb 95;0.48;9;5
07. Mrz;0.28;0.42;01. Feb;0.033;29;142;0.99205;Mrz 17;0.43;10. Jul;4
06. Jan;0.18;0.38;02. Mrz;0.033;28;111;0.98962;Mrz 16;0.49;12. Apr;6
7;0.53;0.43;06. Jan;0.029;6;76;0.99118;03. Aug;0.5;12. Mai;8
06. Aug;0.28;0.43;07. Jun;0.03;30;110;0.99164;03. Aug;0.59;12. Mai;8
06. Mai;0.36;0.38;10. Feb;0.028;20;82;0.99274;03. Jan;0.43;12. Jan;7
07. Mai;0.25;0.47;04. Jan;0.041;95;163;0.99184;Feb 92;0.59;11. Mrz;6
06. Jul;0.24;0.41;02. Sep;0.039;48;122;0.99052;Mrz 25;0.43;12;5
06. Jun;0.25;0.33;08. Mai;0.042;29;141;0.99546;Mrz 28;0.6;10. Apr;5
06. Apr;0.15;0.4;01. Mai;0.042;23;87;0.98972;03. Nov;0.46;12. Feb;7
06. Mrz;0.28;0.3;03. Jan;0.039;24;115;0.9942;03. Mai;0.43;08. Jun;5
06. Feb;0.25;0.38;07. Sep;0.045;54;208;0.99572;Mrz 17;0.46;09. Jan;5
07. Jan;0.28;0.35;03. Mai;0.028;35;91;0.99022;Feb 96;0.33;12. Jan;5
06. Jun;0.35;0.34;04. Sep;0.032;9;125;0.99253;Mrz 32;0.81;12;5
08. Mai;0.19;0.48;01. Jan;0.026;23;58;0.99184;02. Sep;0.5;10. Mai;6
06. Feb;0.25;0.54;7;0.046;58;176;0.99454;Mrz 19;0.7;10. Apr;5
6;0.35;0.51;01. Feb;0.029;10;102;0.9903;Mrz 46;0.42;11. Sep;6
05. Aug;0.31;0.32;04. Mai;0.024;28;94;0.98906;Mrz 25;0.52;13. Jul;7
06. Jun;0.17;0.35;02. Jun;0.03;33;78;0.99146;Mrz 22;0.72;11. Mrz;6
08. Mai;0.23;0.4;09. Sep;0.036;24;88;0.9951;03. Feb;0.42;10. Mai;6
05. Aug;0.31;0.32;04. Mai;0.024;28;94;0.98906;Mrz 25;0.52;13. Jul;7
06. Jan;0.2;0.34;09. Mai;0.041;38;201;0.995;Mrz 14;0.44;10. Jan;3
06. Mrz;0.37;0.37;01. Mai;0.024;12;76;0.98876;Feb 94;0.39;12. Mrz;6
06. Feb;0.36;0.38;03. Feb;0.031;20;89;0.98956;03. Jun;0.33;12;7
06. Jun;0.17;0.35;02. Jun;0.03;33;78;0.99146;Mrz 22;0.72;11. Mrz;6
06. Mrz;0.28;0.47;11. Feb;0.04;61;183;0.99592;03. Dez;0.51;09. Mai;6
07. Jun;0.27;0.52;03. Feb;0.043;28;152;0.99129;03. Feb;0.53;11. Apr;6
7;0.25;0.45;02. Mrz;0.045;40;118;0.99064;Mrz 16;0.48;11. Sep;7
09. Jul;0.24;0.49;04. Sep;0.032;3;18;0.99368;Feb 85;0.54;10;6
09. Jul;0.24;0.49;04. Sep;0.032;3;18;0.99368;Feb 85;0.54;10;6
06. Aug;0.13;0.39;01. Apr;0.034;19;102;0.99121;Mrz 23;0.6;11. Mrz;7
06. Jun;0.78;0.5;01. Mai;0.045;30;133;0.99104;Mrz 25;0.48;11. Jul;5
05. Jan;0.33;0.27;06. Jul;0.022;44;129;0.99221;Mrz 36;0.39;11;7
06. Jul;0.34;0.4;02. Jan;0.033;34;111;0.98924;Feb 97;0.48;12. Feb;7
06. Jul;0.14;0.51;04. Mrz;0.028;57;124;0.99176;Feb 91;0.54;10. Jul;7
7;0.26;0.34;10. Sep;0.038;25;84;0.99432;03. Nov;0.34;10. Sep;6
06. Mai;0.29;0.26;7;0.04;18;113;0.99366;Mrz 17;0.38;10. Feb;6
7;0.25;0.45;02. Mrz;0.045;40;118;0.99064;Mrz 16;0.48;11. Sep;7
07. Jun;0.21;0.49;02. Mai;0.047;20;130;0.99178;Mrz 15;0.48;11. Jan;5
07. Jul;0.26;0.51;02. Jun;0.045;26;159;0.99126;3;0.5;11. Feb;6
07. Jun;0.27;0.52;03. Feb;0.043;28;152;0.99129;03. Feb;0.53;11. Apr;6
07. Jul;0.25;0.49;02. Mai;0.047;31;169;0.99252;03. Jul;0.57;10. Jun;6
07. Jun;0.35;0.46;14. Jul;0.047;33;151;0.99709;03. Mrz;0.53;10. Mrz;5
06. Sep;0.3;0.36;04. Mai;0.054;31;203;0.99513;03. Apr;0.57;10. Apr;4
06. Jul;0.24;0.46;02. Feb;0.033;19;111;0.99045;03. Jan;0.62;11. Sep;6
06. Mai;0.23;0.39;01. Sep;0.036;41;98;0.99;Mrz 19;0.43;11. Sep;7
07. Jun;0.23;0.34;01. Jun;0.043;24;129;0.99305;03. Dez;0.7;10. Apr;5
06. Mai;0.24;0.39;17. Mrz;0.052;22;126;0.99888;03. Nov;0.47;09. Feb;6
06. Mrz;0.17;0.32;04. Feb;0.04;37;117;0.99182;Mrz 24;0.43;11. Mrz;6
06. Mrz;0.17;0.32;04. Feb;0.04;37;117;0.99182;Mrz 24;0.43;11. Mrz;6
06. Jul;0.21;0.37;02. Mai;0.034;35;89;0.9913;Mrz 25;0.5;11;7
06. Mai;0.23;0.39;01. Sep;0.036;41;98;0.99;Mrz 19;0.43;11. Sep;7
05. Sep;0.28;0.39;01. Apr;0.031;47;147;0.98836;03. Aug;0.64;12. Sep;7
05. Sep;0.19;0.37;0.8;0.027;3;21;0.9897;03. Sep;0.31;10. Aug;5
06. Feb;0.25;0.42;8;0.049;53;206;0.99586;Mrz 16;0.47;09. Jan;6
07. Jun;0.23;0.34;01. Jun;0.043;24;129;0.99305;03. Dez;0.7;10. Apr;5
05. Jun;0.18;0.27;01. Jul;0.03;31;103;0.98892;Mrz 35;0.37;12. Sep;6
05. Mai;0.18;0.22;05. Mai;0.037;10;86;0.99156;Mrz 46;0.44;12. Feb;5
06. Mai;0.24;0.39;17. Mrz;0.052;22;126;0.99888;03. Nov;0.47;09. Feb;6
07. Apr;0.23;0.38;08. Jun;0.052;41;150;0.99534;03. Jun;0.46;10. Mrz;5
07. Feb;0.17;0.37;06. Sep;0.059;47;128;0.99322;03. Aug;0.46;11;7
07. Jun;0.3;0.38;02. Jan;0.043;10;98;0.99296;Mrz 17;0.65;11;5
5;0.24;0.21;02. Feb;0.039;31;100;0.99098;Mrz 69;0.62;11. Jul;6
06. Jan;0.21;0.38;01. Mai;0.039;37;122;0.98972;03. Feb;0.43;12;6
06. Mai;0.33;0.38;02. Mai;0.047;30;148;0.98964;Mrz 17;0.43;12. Jul;6
06. Mrz;0.35;0.26;17. Jun;0.061;59;198;0.99918;03. Nov;0.49;08. Aug;5
06. Mrz;0.17;0.32;04. Feb;0.04;37;117;0.99182;Mrz 24;0.43;11. Mrz;6
06. Jun;0.25;0.35;02. Sep;0.034;38;121;0.99008;Mrz 19;0.4;12. Aug;6
06. Mai;0.16;0.33;04. Aug;0.043;45;114;0.992;Mrz 18;0.44;11. Feb;6
06. Jun;0.39;0.39;11. Sep;0.057;51;221;0.99851;Mrz 26;0.51;08. Sep;6
05. Jun;0.19;0.27;0.9;0.04;52;103;0.99026;03. Mai;0.39;11. Feb;5
06. Feb;0.25;0.39;01. Mrz;0.051;42;135;0.9906;Mrz 23;0.4;11. Jan;6
06. Sep;0.22;0.43;06. Apr;0.042;34;115;0.99293;03. Mai;0.51;10. Aug;6
06. Feb;0.19;0.29;04. Mrz;0.045;33;126;0.99658;Mrz 18;0.42;09. Mrz;6
06. Jun;0.39;0.39;11. Sep;0.057;51;221;0.99851;Mrz 26;0.51;08. Sep;6
05. Sep;0.33;0.32;08. Jan;0.038;9;34;0.9911;Mrz 22;0.36;12. Jul;7
07. Aug;0.17;0.5;01. Mrz;0.045;35;140;0.9904;Mrz 16;0.4;12;6
05. Mai;0.19;0.27;0.9;0.04;52;103;0.99026;03. Mai;0.39;11. Feb;5
06. Feb;0.23;0.36;17. Feb;0.039;37;130;0.99946;Mrz 23;0.43;08. Aug;6
06. Feb;0.23;0.36;17. Feb;0.039;37;130;0.99946;Mrz 23;0.43;08. Aug;6
06. Feb;0.23;0.36;17. Feb;0.039;37;130;0.99946;Mrz 23;0.43;08. Aug;6
07. Feb;0.32;0.4;08. Jul;0.038;45;154;0.99568;03. Feb;0.47;10. Apr;6
06. Feb;0.23;0.36;17. Feb;0.039;37;130;0.99946;Mrz 23;0.43;08. Aug;6
07. Feb;0.32;0.4;08. Jul;0.038;45;154;0.99568;03. Feb;0.47;10. Apr;6
05. Aug;0.39;0.47;07. Mai;0.027;12;88;0.9907;Mrz 38;0.45;14;6
06. Feb;0.23;0.36;17. Feb;0.039;37;130;0.99946;Mrz 23;0.43;08. Aug;6
07. Jun;0.25;Jan 23;04. Jun;0.035;51;294;0.99018;03. Mrz;0.43;13. Jan;6
05. Aug;0.29;0.33;03. Jul;0.029;30;88;0.98994;Mrz 25;0.42;12. Mrz;6
07. Feb;0.4;0.38;02. Feb;0.03;40;109;0.99075;Mrz 27;0.46;12. Jun;6
06. Aug;0.39;0.34;07. Apr;0.02;38;133;0.99212;Mrz 18;0.44;12;7
06. Jan;0.17;0.42;15. Jan;0.033;28;124;0.99684;Feb 87;0.47;09. Mai;5
06. Aug;0.39;0.34;07. Apr;0.02;38;133;0.99212;Mrz 18;0.44;12;7
07. Jan;0.36;0.37;04. Aug;0.019;39;114;0.99036;03. Aug;0.49;12. Jul;7
06. Sep;0.19;0.32;07. Sep;0.042;30;130;0.99456;03. Apr;0.39;10. Mai;6
06. Mai;0.34;0.46;1;0.023;6;80;0.98865;Mrz 15;0.54;12. Sep;6
06. Jan;0.17;0.42;15. Jan;0.033;28;124;0.99684;Feb 87;0.47;09. Mai;5
06. Aug;0.39;0.34;07. Apr;0.02;38;133;0.99212;Mrz 18;0.44;12;7
07. Jan;0.36;0.37;04. Aug;0.019;39;114;0.99036;03. Aug;0.49;12. Jul;7
07. Aug;0.3;0.36;04. Jun;0.024;20;198;0.99222;03. Jun;0.66;11. Sep;6
06. Jan;0.68;0.52;01. Apr;0.037;32;123;0.99022;Mrz 24;0.45;12;6
05. Feb;0.34;0.37;06. Feb;0.031;42;133;0.99076;Mrz 25;0.41;12. Mai;6
05. Jun;0.28;0.4;06. Jan;0.034;36;118;0.99144;Mrz 21;0.43;12. Jan;7
06. Feb;0.19;0.38;05. Jan;0.019;22;82;0.98961;03. Mai;0.36;12. Mai;6
05. Jul;0.16;0.26;06. Mrz;0.043;28;113;0.9936;03. Jun;0.58;09. Sep;6
07. Jun;0.17;0.46;0.9;0.036;63;147;0.99126;03. Feb;0.41;10. Jul;6
07. Mrz;0.2;0.39;02. Mrz;0.048;24;87;0.99044;Feb 94;0.35;12;6
06. Jul;0.33;0.36;06. Jun;0.042;34;116;0.99123;Feb 97;0.31;12. Feb;8
06. Jul;0.33;0.34;07. Mai;0.036;39;124;0.99123;Feb 99;0.32;12. Apr;8
06. Sep;0.36;0.35;08. Jun;0.038;37;125;0.9916;3;0.32;12. Apr;8
07. Aug;0.21;0.34;11. Sep;0.039;55;140;0.9959;03. Feb;0.31;10. Mrz;6
07. Mrz;0.2;0.39;02. Mrz;0.048;24;87;0.99044;Feb 94;0.35;12;6
05. Jun;0.41;0.22;07. Jan;0.05;44;154;0.9931;03. Mrz;0.4;10. Mai;5
07. Jun;0.15;0.35;04. Mrz;0.051;23;98;0.99422;03. Jan;0.44;09. Mai;6
08. Mai;0.2;0.4;01. Jan;0.046;31;106;0.99194;3;0.35;10. Mai;4
06. Mai;0.24;0.38;1;0.027;31;90;0.98926;Mrz 24;0.36;12. Mrz;6
08. Mrz;0.16;0.37;07. Sep;0.025;38;107;0.99306;Feb 93;0.37;11. Sep;6
05. Mai;0.12;0.33;1;0.038;23;131;0.99164;Mrz 25;0.45;09. Aug;5
06. Mai;0.24;0.38;1;0.027;31;90;0.98926;Mrz 24;0.36;12. Mrz;6
06. Feb;0.1;0.41;1;0.04;17;76;0.98988;Mrz 14;0.56;11. Apr;7
06. Mai;0.21;0.4;07. Mrz;0.041;49;115;0.99268;Mrz 21;0.43;11;6
08. Jul;0.3;0.59;01. Jul;0.046;10;70;0.99373;03. Jun;0.56;10. Aug;4
06. Jul;0.18;0.37;01. Mrz;0.027;42;125;0.98939;Mrz 24;0.37;12. Aug;7
7;0.17;0.36;06. Apr;0.055;42;123;0.99318;03. Nov;0.5;11;8
06. Jun;0.19;0.33;01. Aug;0.035;42;148;0.99196;Mrz 15;0.36;10. Feb;5
05. Aug;0.28;0.3;01. Mai;0.026;31;114;0.98952;Mrz 32;0.6;12. Mai;7
07. Jun;0.24;0.44;03. Aug;0.037;49;146;0.9911;03. Jun;0.37;11. Jun;6
08. Mrz;0.16;0.37;07. Sep;0.025;38;107;0.99306;Feb 93;0.37;11. Sep;6
05. Mai;0.12;0.33;1;0.038;23;131;0.99164;Mrz 25;0.45;09. Aug;5
05. Jul;0.16;0.32;01. Feb;0.036;7;89;0.99111;Mrz 26;0.48;11;5
7;0.21;0.42;05. Mrz;0.037;36;123;0.99321;Mrz 14;0.52;10. Sep;6
06. Apr;0.22;0.38;09. Jan;0.044;35;127;0.99326;Feb 97;0.3;11;7
07. Sep;0.34;0.44;06. Mai;0.027;47;126;0.99124;Feb 96;0.37;12. Mai;6
06. Apr;0.22;0.38;09. Jan;0.044;35;127;0.99326;Feb 97;0.3;11;7
06. Aug;0.21;0.4;06. Mrz;0.032;40;121;0.99214;Mrz 18;0.53;12;7
05. Feb;0.31;0.36;05. Jan;0.031;46;145;0.9897;Mrz 14;0.31;12. Apr;7
07. Sep;0.34;0.44;06. Mai;0.027;47;126;0.99124;Feb 96;0.37;12. Mai;6
05. Jun;0.42;0.34;02. Apr;0.022;34;97;0.98915;Mrz 22;0.38;12. Aug;7
06. Apr;0.22;0.38;09. Jan;0.044;35;127;0.99326;Feb 97;0.3;11;7
06. Aug;0.28;0.34;07. Mai;0.035;34;177;0.99692;Mrz 33;0.43;09. Jan;5
06. Aug;0.45;0.36;5;0.033;28;156;0.991;03. Nov;0.4;12. Apr;7
06. Jun;0.29;0.39;Jun 75;0.031;22;98;0.9913;Mrz 15;0.8;12. Sep;7
06. Aug;0.21;0.42;01. Feb;0.045;24;126;0.99234;03. Sep;0.87;10. Sep;6
06. Aug;0.25;0.24;01. Jun;0.045;39;164;0.99402;Mrz 53;0.58;10. Aug;5
06. Apr;0.21;0.34;16. Mai;0.04;56;142;0.99678;03. Nov;0.38;10. Jun;5
05. Aug;0.33;0.23;5;0.053;29;106;0.99458;Mrz 13;0.52;9;5
08. Feb;0.3;0.44;12. Apr;0.043;52;154;0.99452;03. Apr;0.33;12;6
06. Apr;0.24;0.32;0.95;0.041;23;131;0.99033;Mrz 25;0.35;11. Aug;5
07. Mai;0.18;0.45;04. Jun;0.041;67;158;0.9927;03. Jan;0.38;10. Jun;6
05. Feb;0.335;0.2;01. Jul;0.033;17;74;0.99002;Mrz 34;0.48;12. Mrz;6
07. Jan;0.14;0.33;1;0.104;20;54;0.99057;Mrz 19;0.64;11. Mai;6
